solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.16.09;1000;146
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.16.09;1024;145
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.16.14;1000;146
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.16.14;1024;145
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.16.19;1000;146
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.16.19;1024;145
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.16.25;1000;146
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.16.25;1024;145
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.16.30;1000;146
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.16.30;1024;145
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.16.35;1000;146
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.16.35;1024;145
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.16.41;1000;146
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.16.41;1024;145
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.16.46;1000;146
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.16.46;1024;145
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.16.51;1000;146
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.16.51;1024;145
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.16.56;1000;146
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.16.56;1024;145
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.17.01;1000;146
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.17.01;1024;145
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.17.06;999;150
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.17.06;995;150
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.17.12;999;150
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.17.12;995;150
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.17.17;999;150
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.17.17;995;150
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.17.22;999;150
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.17.22;995;150
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.17.27;999;150
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.17.27;995;150
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.17.32;999;150
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.17.32;995;150
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.17.38;999;150
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.17.38;995;150
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.17.43;999;150
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.17.43;995;150
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.17.48;999;150
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.17.48;995;150
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.17.53;999;150
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.17.53;995;150
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.17.59;999;150
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.17.59;995;150
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.18.04;997;156
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.18.04;1001;154
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.18.09;997;156
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.18.09;1001;154
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.18.15;997;156
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.18.15;1001;154
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.18.20;997;156
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.18.20;1001;154
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.18.25;997;156
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.18.25;1001;154
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.18.30;997;156
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.18.30;1001;154
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.18.36;997;156
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.18.36;1001;154
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.18.41;997;156
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.18.41;1001;154
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.18.46;997;156
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.18.46;1001;154
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.18.51;997;156
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.18.51;1001;154
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.18.57;997;156
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.18.57;1001;154
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.19.02;997;156
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.19.02;1001;154
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.19.07;1004;161
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.19.07;996;158
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.19.12;1004;161
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.19.12;996;158
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.19.17;1004;161
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.19.17;996;158
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.19.23;1004;161
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.19.23;996;158
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.19.28;1004;161
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.19.28;996;158
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.19.33;1004;161
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.19.33;996;158
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.19.38;1004;161
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.19.38;996;158
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.19.43;1004;161
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.19.43;996;158
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.19.48;1004;161
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.19.48;996;158
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.19.54;1004;161
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.19.54;996;158
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.19.59;1004;161
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.19.59;996;158
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.20.04;996;170
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.20.04;1015;168
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.20.10;996;170
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.20.10;1015;168
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.20.15;996;170
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.20.15;1015;168
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.20.20;996;170
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.20.20;1015;168
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.20.25;996;170
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.20.25;1015;168
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.20.31;996;170
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.20.31;1015;168
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.20.36;996;170
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.20.36;1015;168
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.20.42;996;170
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.20.42;1015;168
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.20.47;996;170
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.20.47;1015;168
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.20.52;996;170
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.20.52;1015;168
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.20.57;996;170
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.20.57;1015;168
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.21.02;996;170
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.21.02;1015;168
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.21.08;1000;175
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.21.08;992;174
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.21.13;1000;175
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.21.13;992;174
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.21.18;1000;175
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.21.18;992;174
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.21.23;1000;175
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.21.23;992;174
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.21.28;1000;175
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.21.28;992;174
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.21.34;1000;175
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.21.34;992;174
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.21.39;1000;175
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.21.39;992;174
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.21.44;1000;175
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.21.44;992;174
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.21.49;1000;175
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.21.49;992;174
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.21.55;1000;175
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.21.55;992;174
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.22.00;1000;175
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.22.00;992;174
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.22.05;1009;184
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.22.05;998;184
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.22.10;1009;184
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.22.10;998;184
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.22.16;1009;184
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.22.16;998;184
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.22.21;1009;184
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.22.21;998;184
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.22.26;1009;184
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.22.26;998;184
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.22.31;1009;184
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.22.31;998;184
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.22.37;1009;184
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.22.37;998;184
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.22.42;1009;184
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.22.42;998;184
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.22.47;1009;184
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.22.47;998;184
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.22.52;1009;184
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.22.52;998;184
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.22.57;1009;184
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.22.57;998;184
solver-4640c17f-4436-4dc5-a053-f8c8d36a45ee-177-h5xtl;16.23.02;1009;184
solver-cc4f0319-eb8a-44be-80db-8cdb8d034baf-757-tdk9z;16.23.02;998;184
